Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Accession	MIM Morbid Description	Ensembl Gene ID	Description	Gene type
PTCRA	42883727	42893573			ENSG00000171611	pre T-cell antigen receptor alpha [Source:HGNC Symbol;Acc:21290]	protein_coding
C2	31865562	31913449	603075	 MACULAR DEGENERATION, AGE-RELATED, 1; ARMD1	ENSG00000166278	complement component 2 [Source:HGNC Symbol;Acc:1248]	protein_coding
C2	31865562	31913449	217000	 COMPLEMENT COMPONENT 2 DEFICIENCY; C2D	ENSG00000166278	complement component 2 [Source:HGNC Symbol;Acc:1248]	protein_coding
CNPY3	42896938	42907025			ENSG00000137161	canopy FGF signaling regulator 3 [Source:HGNC Symbol;Acc:11968]	protein_coding
FAM46A	82201156	82462491			ENSG00000112773	family with sequence similarity 46, member A [Source:HGNC Symbol;Acc:18345]	protein_coding
MAPK14	35995488	36079013			ENSG00000112062	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:6876]	protein_coding
AK9	109814059	110012420			ENSG00000155085	adenylate kinase 9 [Source:HGNC Symbol;Acc:33814]	protein_coding
EDN1	12290596	12297427			ENSG00000078401	endothelin 1 [Source:HGNC Symbol;Acc:3176]	protein_coding
PHACTR1	12717893	13288645			ENSG00000112137	phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:20990]	protein_coding
COL21A1	55921388	56258892			ENSG00000124749	collagen, type XXI, alpha 1 [Source:HGNC Symbol;Acc:17025]	protein_coding
AL359693.1	82262307	82262537			ENSG00000269494		protein_coding
GNMT	42928496	42931618	606664	 GLYCINE N-METHYLTRANSFERASE DEFICIENCY	ENSG00000124713	glycine N-methyltransferase [Source:HGNC Symbol;Acc:4415]	protein_coding
IBTK	82879700	82957471			ENSG00000005700	inhibitor of Bruton agammaglobulinemia tyrosine kinase [Source:HGNC Symbol;Acc:17853]	protein_coding
MLN	33762450	33771788			ENSG00000096395	motilin [Source:HGNC Symbol;Acc:7141]	protein_coding
IRF4	391739	411447	254500	 MYELOMA, MULTIPLE	ENSG00000137265	interferon regulatory factor 4 [Source:HGNC Symbol;Acc:6119]	protein_coding
GRM4	33989628	34123399			ENSG00000124493	glutamate receptor, metabotropic 4 [Source:HGNC Symbol;Acc:4596]	protein_coding
PEX6	42931608	42946958	614863	 PEROXISOME BIOGENESIS DISORDER 4B; PBD4B	ENSG00000124587	peroxisomal biogenesis factor 6 [Source:HGNC Symbol;Acc:8859]	protein_coding
PEX6	42931608	42946958	614862	 PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER); PBD4A	ENSG00000124587	peroxisomal biogenesis factor 6 [Source:HGNC Symbol;Acc:8859]	protein_coding
NHLRC1	18120718	18122851	254780	 MYOCLONIC EPILEPSY OF LAFORA	ENSG00000187566	NHL repeat containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:21576]	protein_coding
TPMT	18128542	18155305	610460	 THIOPURINE S-METHYLTRANSFERASE DEFICIENCY	ENSG00000137364	thiopurine S-methyltransferase [Source:HGNC Symbol;Acc:12014]	protein_coding
MAPK13	36095586	36107842			ENSG00000156711	mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:6875]	protein_coding
EXOC2	485133	693117			ENSG00000112685	exocyst complex component 2 [Source:HGNC Symbol;Acc:24968]	protein_coding
FIG4	110012499	110146631	612577	 AMYOTROPHIC LATERAL SCLEROSIS 11; ALS11	ENSG00000112367	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae) [Source:HGNC Symbol;Acc:16873]	protein_coding
FIG4	110012499	110146631	611228	 CHARCOT-MARIE-TOOTH DISEASE, TYPE 4J; CMT4J	ENSG00000112367	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae) [Source:HGNC Symbol;Acc:16873]	protein_coding
FIG4	110012499	110146631	216340	 YUNIS-VARON SYNDROME; YVS	ENSG00000112367	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae) [Source:HGNC Symbol;Acc:16873]	protein_coding
PPP2R5D	42952237	42980080			ENSG00000112640	protein phosphatase 2, regulatory subunit B', delta [Source:HGNC Symbol;Acc:9312]	protein_coding
GPR6	110299514	110301921			ENSG00000146360	G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:4515]	protein_coding
WASF1	110421022	110501207			ENSG00000112290	WAS protein family, member 1 [Source:HGNC Symbol;Acc:12732]	protein_coding
HMGA1	34204650	34214008			ENSG00000137309	high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:5010]	protein_coding
OR2H2	29555683	29556745			ENSG00000204657	olfactory receptor, family 2, subfamily H, member 2 [Source:HGNC Symbol;Acc:8253]	protein_coding
MOG	29624758	29640149	614250	 NARCOLEPSY 7; NRCLP7	ENSG00000204655	myelin oligodendrocyte glycoprotein [Source:HGNC Symbol;Acc:7197]	protein_coding
ZBTB12	31867384	31869769			ENSG00000204366	zinc finger and BTB domain containing 12 [Source:HGNC Symbol;Acc:19066]	protein_coding
TPBG	83072923	83080545			ENSG00000146242	trophoblast glycoprotein [Source:HGNC Symbol;Acc:12004]	protein_coding
CFB	31895475	31919861	612924	 HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4; AHUS4	ENSG00000243649	complement factor B [Source:HGNC Symbol;Acc:1037]	protein_coding
CFB	31895475	31919861	603075	 MACULAR DEGENERATION, AGE-RELATED, 1; ARMD1	ENSG00000243649	complement factor B [Source:HGNC Symbol;Acc:1037]	protein_coding
UBE3D	83602117	83775560			ENSG00000118420	ubiquitin protein ligase E3D [Source:HGNC Symbol;Acc:21381]	protein_coding
CDC40	110501344	110575478			ENSG00000168438	cell division cycle 40 [Source:HGNC Symbol;Acc:17350]	protein_coding
C6orf1	34214157	34217247			ENSG00000186577	chromosome 6 open reading frame 1 [Source:HGNC Symbol;Acc:1340]	protein_coding
HUS1B	655939	656963			ENSG00000188996	HUS1 checkpoint homolog b (S. pombe) [Source:HGNC Symbol;Acc:16485]	protein_coding
AL033381.1	1080164	1105181			ENSG00000176515	Uncharacterized protein; cDNA FLJ34594 fis, clone KIDNE2009109  [Source:UniProtKB/TrEMBL;Acc:Q8NAX6]	protein_coding
FOXQ1	1312675	1314992			ENSG00000164379	forkhead box Q1 [Source:HGNC Symbol;Acc:20951]	protein_coding
FOXF2	1390069	1395832			ENSG00000137273	forkhead box F2 [Source:HGNC Symbol;Acc:3810]	protein_coding
METTL24	110567131	110679475			ENSG00000053328	methyltransferase like 24 [Source:HGNC Symbol;Acc:21566]	protein_coding
DDO	110712974	110736765			ENSG00000203797	D-aspartate oxidase [Source:HGNC Symbol;Acc:2727]	protein_coding
FOXC1	1610681	1614127	604229	 PETERS ANOMALY	ENSG00000054598	forkhead box C1 [Source:HGNC Symbol;Acc:3800]	protein_coding
FOXC1	1610681	1614127	602482	 AXENFELD-RIEGER SYNDROME, TYPE 3; RIEG3	ENSG00000054598	forkhead box C1 [Source:HGNC Symbol;Acc:3800]	protein_coding
FOXC1	1610681	1614127	601631	 IRIDOGONIODYSGENESIS, TYPE 1; IRID1	ENSG00000054598	forkhead box C1 [Source:HGNC Symbol;Acc:3800]	protein_coding
SLC22A16	110745890	110797844			ENSG00000004809	solute carrier family 22 (organic cation/carnitine transporter), member 16 [Source:HGNC Symbol;Acc:20302]	protein_coding
NUDT3	34247456	34360451			ENSG00000272325	nudix (nucleoside diphosphate linked moiety X)-type motif 3 [Source:HGNC Symbol;Acc:8050]	protein_coding
RPS10-NUDT3	34256547	34393825			ENSG00000270800	RPS10-NUDT3 readthrough [Source:HGNC Symbol;Acc:49181]	protein_coding
RPS10	34385231	34393902	613308	 DIAMOND-BLACKFAN ANEMIA 9; DBA9	ENSG00000124614	ribosomal protein S10 [Source:HGNC Symbol;Acc:10383]	protein_coding
MEA1	42979832	42981706			ENSG00000124733	male-enhanced antigen 1 [Source:HGNC Symbol;Acc:6986]	protein_coding
KLHDC3	42981951	42989036			ENSG00000124702	kelch domain containing 3 [Source:HGNC Symbol;Acc:20704]	protein_coding
DOPEY1	83777385	83881069			ENSG00000083097	dopey family member 1 [Source:HGNC Symbol;Acc:21194]	protein_coding
GMDS	1624041	2245926			ENSG00000112699	GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:4369]	protein_coding
DST	56322785	56819426	614653	 NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI; HSAN6	ENSG00000151914	dystonin [Source:HGNC Symbol;Acc:1090]	protein_coding
CDK19	110931181	111137161			ENSG00000155111	cyclin-dependent kinase 19 [Source:HGNC Symbol;Acc:19338]	protein_coding
RRP36	42989383	43001894			ENSG00000124541	ribosomal RNA processing 36 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21374]	protein_coding
PACSIN1	34433916	34503006			ENSG00000124507	protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:8570]	protein_coding
CUL7	43005355	43021683	273750	 THREE M SYNDROME 1; 3M1	ENSG00000044090	cullin 7 [Source:HGNC Symbol;Acc:21024]	protein_coding
SPDEF	34505579	34524110			ENSG00000124664	SAM pointed domain containing ETS transcription factor [Source:HGNC Symbol;Acc:17257]	protein_coding
BRPF3	36164521	36200567			ENSG00000096070	bromodomain and PHD finger containing, 3 [Source:HGNC Symbol;Acc:14256]	protein_coding
C6orf106	34555065	34664636			ENSG00000196821	chromosome 6 open reading frame 106 [Source:HGNC Symbol;Acc:21215]	protein_coding
CFB	31895475	31919825			ENSG00000244255	Complement factor B; Uncharacterized protein; cDNA FLJ55673, highly similar to Complement factor B   [Source:UniProtKB/TrEMBL;Acc:B4E1Z4]	protein_coding
NELFE	31919864	31926887			ENSG00000204356	negative elongation factor complex member E [Source:HGNC Symbol;Acc:13974]	protein_coding
AL139333.1	83782692	83782854			ENSG00000214479		protein_coding
PGM3	83870869	83903655			ENSG00000013375	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:8907]	protein_coding
C6orf195	2622147	2634837			ENSG00000164385	chromosome 6 open reading frame 195 [Source:HGNC Symbol;Acc:21600]	protein_coding
AMD1	111195973	111216916			ENSG00000123505	adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:457]	protein_coding
MYLK4	2663863	2751200			ENSG00000145949	myosin light chain kinase family, member 4 [Source:HGNC Symbol;Acc:27972]	protein_coding
GTF3C6	111279763	111289093			ENSG00000155115	general transcription factor IIIC, polypeptide 6, alpha 35kDa [Source:HGNC Symbol;Acc:20872]	protein_coding
RPF2	111303218	111349466			ENSG00000197498	ribosome production factor 2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20870]	protein_coding
KLC4	43008515	43042837			ENSG00000137171	kinesin light chain 4 [Source:HGNC Symbol;Acc:21624]	protein_coding
SLC16A10	111408781	111552397			ENSG00000112394	solute carrier family 16 (aromatic amino acid transporter), member 10 [Source:HGNC Symbol;Acc:17027]	protein_coding
RWDD2A	83903098	83908651			ENSG00000013392	RWD domain containing 2A [Source:HGNC Symbol;Acc:21385]	protein_coding
WRNIP1	2765648	2787186			ENSG00000124535	Werner helicase interacting protein 1 [Source:HGNC Symbol;Acc:20876]	protein_coding
KIAA1919	111580551	111592370			ENSG00000173214	KIAA1919 [Source:HGNC Symbol;Acc:21053]	protein_coding
ME1	83920108	84140797			ENSG00000065833	malic enzyme 1, NADP(+)-dependent, cytosolic [Source:HGNC Symbol;Acc:6983]	protein_coding
SERPINB1	2832566	2842240			ENSG00000021355	serpin peptidase inhibitor, clade B (ovalbumin), member 1 [Source:HGNC Symbol;Acc:3311]	protein_coding
ZFP57	29640169	29648887	601410	 DIABETES MELLITUS, TRANSIENT NEONATAL, 1	ENSG00000204644	ZFP57 zinc finger protein [Source:HGNC Symbol;Acc:18791]	protein_coding
PRSS35	84222194	84235423			ENSG00000146250	protease, serine, 35 [Source:HGNC Symbol;Acc:21387]	protein_coding
SERPINB9	2887500	2903514			ENSG00000170542	serpin peptidase inhibitor, clade B (ovalbumin), member 9 [Source:HGNC Symbol;Acc:8955]	protein_coding
HLA-F	29690552	29706305			ENSG00000204642	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:4963]	protein_coding
REV3L	111620234	111804918			ENSG00000009413	REV3-like, polymerase (DNA directed), zeta, catalytic subunit [Source:HGNC Symbol;Acc:9968]	protein_coding
MRPL2	43021767	43027544			ENSG00000112651	mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:14056]	protein_coding
SKIV2L	31926857	31937532	614602	 TRICHOHEPATOENTERIC SYNDROME 2; THES2	ENSG00000204351	superkiller viralicidic activity 2-like (S. cerevisiae) [Source:HGNC Symbol;Acc:10898]	protein_coding
SNAP91	84262599	84419410			ENSG00000065609	synaptosomal-associated protein, 91kDa [Source:HGNC Symbol;Acc:14986]	protein_coding
SERPINB6	2948393	2972090	613453	 DEAFNESS, AUTOSOMAL RECESSIVE 91; DFNB91	ENSG00000124570	serpin peptidase inhibitor, clade B (ovalbumin), member 6 [Source:HGNC Symbol;Acc:8950]	protein_coding
PTK7	43044006	43129457			ENSG00000112655	protein tyrosine kinase 7 [Source:HGNC Symbol;Acc:9618]	protein_coding
NQO2	2988221	3019996			ENSG00000124588	NAD(P)H dehydrogenase, quinone 2 [Source:HGNC Symbol;Acc:7856]	protein_coding
HLA-G	29794744	29798902			ENSG00000204632	major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:4964]	protein_coding
RIPK1	3064225	3115421			ENSG00000137275	receptor (TNFRSF)-interacting serine-threonine kinase 1 [Source:HGNC Symbol;Acc:10019]	protein_coding
TRAF3IP2	111877657	111927481	614070	 PSORIASIS SUSCEPTIBILITY 13; PSORS13	ENSG00000056972	TRAF3 interacting protein 2 [Source:HGNC Symbol;Acc:1343]	protein_coding
BPHL	3118608	3153812			ENSG00000137274	biphenyl hydrolase-like (serine hydrolase) [Source:HGNC Symbol;Acc:1094]	protein_coding
HLA-A	29909037	29913661	608579	 SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO	ENSG00000206503	major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:4931]	protein_coding
DXO	31937587	31940069			ENSG00000204348	decapping exoribonuclease [Source:HGNC Symbol;Acc:2992]	protein_coding
TUBB2A	3153903	3157760			ENSG00000137267	tubulin, beta 2A class IIa [Source:HGNC Symbol;Acc:12412]	protein_coding
SRF	43139037	43149243			ENSG00000112658	serum response factor (c-fos serum response element-binding transcription factor) [Source:HGNC Symbol;Acc:11291]	protein_coding
STK19	31938868	31950598			ENSG00000204344	serine/threonine kinase 19 [Source:HGNC Symbol;Acc:11398]	protein_coding
FYN	111981535	112194655			ENSG00000010810	FYN oncogene related to SRC, FGR, YES [Source:HGNC Symbol;Acc:4037]	protein_coding
CUL9	43149913	43192325			ENSG00000112659	cullin 9 [Source:HGNC Symbol;Acc:15982]	protein_coding
RIPPLY2	84562985	84567234			ENSG00000203877	ripply transcriptional repressor 2 [Source:HGNC Symbol;Acc:21390]	protein_coding
CYB5R4	84569362	84677143			ENSG00000065615	cytochrome b5 reductase 4 [Source:HGNC Symbol;Acc:20147]	protein_coding
ZNRD1	30026676	30032686			ENSG00000066379	zinc ribbon domain containing 1 [Source:HGNC Symbol;Acc:13182]	protein_coding
WISP3	112375275	112392171	208230	 ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD; PPAC	ENSG00000112761	WNT1 inducible signaling pathway protein 3 [Source:HGNC Symbol;Acc:12771]	protein_coding
TUBB2B	3224495	3231964	610031	 POLYMICROGYRIA, SYMMETRIC OR ASYMMETRIC; PMGYSA	ENSG00000137285	tubulin, beta 2B class IIb [Source:HGNC Symbol;Acc:30829]	protein_coding
PPP1R11	30034486	30038110			ENSG00000204619	protein phosphatase 1, regulatory (inhibitor) subunit 11 [Source:HGNC Symbol;Acc:9285]	protein_coding
MRAP2	84743475	84800600			ENSG00000135324	melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:21232]	protein_coding
C4A	31949801	31970458	614380	 COMPLEMENT COMPONENT 4A DEFICIENCY; C4AD	ENSG00000244731	complement component 4A (Rodgers blood group) [Source:HGNC Symbol;Acc:1323]	protein_coding
C4A	31949801	31970458	614374	 BLOOD GROUP, CHIDO/RODGERS SYSTEM	ENSG00000244731	complement component 4A (Rodgers blood group) [Source:HGNC Symbol;Acc:1323]	protein_coding
C4A	31949801	31970458	152700	 SYSTEMIC LUPUS ERYTHEMATOSUS; SLE	ENSG00000244731	complement component 4A (Rodgers blood group) [Source:HGNC Symbol;Acc:1323]	protein_coding
C4A	31949801	31970458	120790	 COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF	ENSG00000244731	complement component 4A (Rodgers blood group) [Source:HGNC Symbol;Acc:1323]	protein_coding
KIAA1009	84833960	84937353			ENSG00000135315	KIAA1009 [Source:HGNC Symbol;Acc:21107]	protein_coding
TUBE1	112391980	112408732			ENSG00000074935	tubulin, epsilon 1 [Source:HGNC Symbol;Acc:20775]	protein_coding
BEND6	56819773	56892140			ENSG00000151917	BEN domain containing 6 [Source:HGNC Symbol;Acc:20871]	protein_coding
RNF39	30038043	30043664			ENSG00000204618	ring finger protein 39 [Source:HGNC Symbol;Acc:18064]	protein_coding
FAM229B	112408802	112423993			ENSG00000203778	family with sequence similarity 229, member B [Source:HGNC Symbol;Acc:33858]	protein_coding
KIAA1586	56911347	56920023			ENSG00000168116	KIAA1586 [Source:HGNC Symbol;Acc:21360]	protein_coding
PSMG4	3231637	3303607			ENSG00000180822	proteasome (prosome, macropain) assembly chaperone 4 [Source:HGNC Symbol;Acc:21108]	protein_coding
ZNF451	56951642	57035105			ENSG00000112200	zinc finger protein 451 [Source:HGNC Symbol;Acc:21091]	protein_coding
LAMA4	112429963	112576141	615235	 CARDIOMYOPATHY, DILATED, 1JJ; CMD1JJ	ENSG00000112769	laminin, alpha 4 [Source:HGNC Symbol;Acc:6484]	protein_coding
TBX18	85397069	85474237			ENSG00000112837	T-box 18 [Source:HGNC Symbol;Acc:11595]	protein_coding
NT5E	86159809	86205500	211800	 CALCIFICATION OF JOINTS AND ARTERIES; CALJA	ENSG00000135318	5'-nucleotidase, ecto (CD73) [Source:HGNC Symbol;Acc:8021]	protein_coding
SLC22A23	3269196	3457256			ENSG00000137266	solute carrier family 22, member 23 [Source:HGNC Symbol;Acc:21106]	protein_coding
TRIM31	30070674	30080883			ENSG00000204616	tripartite motif containing 31 [Source:HGNC Symbol;Acc:16289]	protein_coding
BAG2	57037124	57054631			ENSG00000112208	BCL2-associated athanogene 2 [Source:HGNC Symbol;Acc:938]	protein_coding
RAB23	57053607	57087078	201000	 CARPENTER SYNDROME 1; CRPT1	ENSG00000112210	RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:14263]	protein_coding
TRIM40	30103885	30116512			ENSG00000204614	tripartite motif containing 40 [Source:HGNC Symbol;Acc:18736]	protein_coding
TRIM10	30119722	30128711			ENSG00000204613	tripartite motif containing 10 [Source:HGNC Symbol;Acc:10072]	protein_coding
MTRNR2L9	62284008	62284534			ENSG00000255633	MT-RNR2-like 9 (pseudogene) [Source:HGNC Symbol;Acc:37166]	protein_coding
KHDRBS2	62389865	62996132			ENSG00000112232	KH domain containing, RNA binding, signal transduction associated 2 [Source:HGNC Symbol;Acc:18114]	protein_coding
SNX14	86215214	86303874			ENSG00000135317	sorting nexin 14 [Source:HGNC Symbol;Acc:14977]	protein_coding
FKBP1C	63921351	63922929			ENSG00000198225	FK506 binding protein 1C [Source:HGNC Symbol;Acc:21376]	protein_coding
LGSN	63985856	64029882			ENSG00000146166	lengsin, lens protein with glutamine synthetase domain [Source:HGNC Symbol;Acc:21016]	protein_coding
PTP4A1	64231666	64293492			ENSG00000112245	protein tyrosine phosphatase type IVA, member 1 [Source:HGNC Symbol;Acc:9634]	protein_coding
RFPL4B	112668532	112672498			ENSG00000251258	ret finger protein-like 4B [Source:HGNC Symbol;Acc:33264]	protein_coding
MARCKS	114178541	114184648			ENSG00000155130	myristoylated alanine-rich protein kinase C substrate [Source:HGNC Symbol;Acc:6759]	protein_coding
HDAC2	114254192	114332472			ENSG00000196591	histone deacetylase 2 [Source:HGNC Symbol;Acc:4853]	protein_coding
PXDC1	3722848	3752260			ENSG00000168994	PX domain containing 1 [Source:HGNC Symbol;Acc:21361]	protein_coding
FAM50B	3849620	3851551			ENSG00000145945	family with sequence similarity 50, member B [Source:HGNC Symbol;Acc:18789]	protein_coding
TRIM15	30130993	30140473			ENSG00000204610	tripartite motif containing 15 [Source:HGNC Symbol;Acc:16284]	protein_coding
C6ORF50	3982909	3984372			ENSG00000145965		protein_coding
PRPF4B	4021501	4065217			ENSG00000112739	pre-mRNA processing factor 4B [Source:HGNC Symbol;Acc:17346]	protein_coding
TRIM26	30152232	30181204			ENSG00000234127	tripartite motif containing 26 [Source:HGNC Symbol;Acc:12962]	protein_coding
PHF3	64345725	64489229			ENSG00000118482	PHD finger protein 3 [Source:HGNC Symbol;Acc:8921]	protein_coding
TRIM39	30294256	30311506			ENSG00000204599	tripartite motif containing 39 [Source:HGNC Symbol;Acc:10065]	protein_coding
AL645922.1	31973945	31974881			ENSG00000268923	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2J5]	protein_coding
HS3ST5	114376750	114664209			ENSG00000249853	heparan sulfate (glucosamine) 3-O-sulfotransferase 5 [Source:HGNC Symbol;Acc:19419]	protein_coding
C4B	31982539	32003195	614379	 COMPLEMENT COMPONENT 4B DEFICIENCY; C4BD	ENSG00000224389	complement component 4B (Chido blood group) [Source:HGNC Symbol;Acc:1324]	protein_coding
C4B	31982539	32003195	614374	 BLOOD GROUP, CHIDO/RODGERS SYSTEM	ENSG00000224389	complement component 4B (Chido blood group) [Source:HGNC Symbol;Acc:1324]	protein_coding
C4B	31982539	32003195	152700	 SYSTEMIC LUPUS ERYTHEMATOSUS; SLE	ENSG00000224389	complement component 4B (Chido blood group) [Source:HGNC Symbol;Acc:1324]	protein_coding
FRK	116252312	116381921			ENSG00000111816	fyn-related kinase [Source:HGNC Symbol;Acc:3955]	protein_coding
EYS	64429876	66417118	602772	 RETINITIS PIGMENTOSA 25; RP25	ENSG00000188107	eyes shut homolog (Drosophila) [Source:HGNC Symbol;Acc:21555]	protein_coding
NT5DC1	116422012	116570660			ENSG00000178425	5'-nucleotidase domain containing 1 [Source:HGNC Symbol;Acc:21556]	protein_coding
COL10A1	116440086	116479910	156500	 METAPHYSEAL CHONDRODYSPLASIA, SCHMID TYPE; MCDS	ENSG00000123500	collagen, type X, alpha 1 [Source:HGNC Symbol;Acc:2185]	protein_coding
AL121963.1	116442320	116443093			ENSG00000234188	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H7C467]	protein_coding
TSPYL4	116571151	116575261			ENSG00000187189	TSPY-like 4 [Source:HGNC Symbol;Acc:21559]	protein_coding
DSE	116575336	116762424			ENSG00000111817	dermatan sulfate epimerase [Source:HGNC Symbol;Acc:21144]	protein_coding
TRIM39-RPP21	30297359	30314631			ENSG00000248167	TRIM39-RPP21 readthrough [Source:HGNC Symbol;Acc:38845]	protein_coding
FAM217A	4049668	4087578			ENSG00000145975	family with sequence similarity 217, member A [Source:HGNC Symbol;Acc:21362]	protein_coding
TSPYL1	116597741	116601066	608800	 SUDDEN INFANT DEATH WITH DYSGENESIS OF THE TESTES SYNDROME; SIDDT	ENSG00000189241	TSPY-like 1 [Source:HGNC Symbol;Acc:12382]	protein_coding
RP11-321N4.5	86267696	86324952			ENSG00000271793		protein_coding
FAM26F	116782533	116784934			ENSG00000188820	family with sequence similarity 26, member F [Source:HGNC Symbol;Acc:33391]	protein_coding
SYNCRIP	86318053	86353510			ENSG00000135316	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:16918]	protein_coding
RPP21	30312908	30314661			ENSG00000241370	ribonuclease P/MRP 21kDa subunit [Source:HGNC Symbol;Acc:21300]	protein_coding
TRAPPC3L	116816152	116866773			ENSG00000173626	trafficking protein particle complex 3-like [Source:HGNC Symbol;Acc:21090]	protein_coding
C6orf201	4079440	4131185			ENSG00000185689	chromosome 6 open reading frame 201 [Source:HGNC Symbol;Acc:21620]	protein_coding
FAM26E	116832809	116845955			ENSG00000178033	family with sequence similarity 26, member E [Source:HGNC Symbol;Acc:21568]	protein_coding
FAM26D	116850174	116880031			ENSG00000164451	family with sequence similarity 26, member D [Source:HGNC Symbol;Acc:21094]	protein_coding
HLA-E	30457244	30461982			ENSG00000204592	major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:4962]	protein_coding
ECI2	4115923	4135831			ENSG00000198721	enoyl-CoA delta isomerase 2 [Source:HGNC Symbol;Acc:14601]	protein_coding
RWDD1	116892530	116918838			ENSG00000111832	RWD domain containing 1 [Source:HGNC Symbol;Acc:20993]	protein_coding
GNL1	30509154	30524951			ENSG00000204590	guanine nucleotide binding protein-like 1 [Source:HGNC Symbol;Acc:4413]	protein_coding
RSPH4A	116937642	116954148	612649	 CILIARY DYSKINESIA, PRIMARY, 11; CILD11	ENSG00000111834	radial spoke head 4 homolog A (Chlamydomonas) [Source:HGNC Symbol;Acc:21558]	protein_coding
BAI3	69345259	70099403			ENSG00000135298	brain-specific angiogenesis inhibitor 3 [Source:HGNC Symbol;Acc:945]	protein_coding
HTR1E	87647024	87726349			ENSG00000168830	5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled [Source:HGNC Symbol;Acc:5291]	protein_coding
CGA	87795216	87804824			ENSG00000135346	glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:1885]	protein_coding
CYP21A2	32006042	32009447	201910	 ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY	ENSG00000231852	cytochrome P450, family 21, subfamily A, polypeptide 2 [Source:HGNC Symbol;Acc:2600]	protein_coding
ZNF292	87862551	87973914			ENSG00000188994	zinc finger protein 292 [Source:HGNC Symbol;Acc:18410]	protein_coding
ZUFSP	116956781	116989957			ENSG00000153975	zinc finger with UFM1-specific peptidase domain [Source:HGNC Symbol;Acc:21224]	protein_coding
LMBRD1	70385694	70507003	277380	 METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblF TYPE	ENSG00000168216	LMBR1 domain containing 1 [Source:HGNC Symbol;Acc:23038]	protein_coding
KPNA5	117002350	117063029			ENSG00000196911	karyopherin alpha 5 (importin alpha 6) [Source:HGNC Symbol;Acc:6398]	protein_coding
GJB7	87992696	88038996			ENSG00000164411	gap junction protein, beta 7, 25kDa [Source:HGNC Symbol;Acc:16690]	protein_coding
SMIM8	88032301	88052043			ENSG00000111850	small integral membrane protein 8 [Source:HGNC Symbol;Acc:21401]	protein_coding
PRR3	30524663	30531500			ENSG00000204576	proline rich 3 [Source:HGNC Symbol;Acc:21149]	protein_coding
RP1-102H19.8	88032323	88109459			ENSG00000226524		protein_coding
C6orf163	88054567	88075181			ENSG00000203872	chromosome 6 open reading frame 163 [Source:HGNC Symbol;Acc:21403]	protein_coding
C6orf164	88106840	88109467			ENSG00000203871	chromosome 6 open reading frame 164 [Source:HGNC Symbol;Acc:21404]	protein_coding
C6ORF165	88117701	88174183			ENSG00000272514	UPF0704 protein C6orf165  [Source:RefSeq peptide;Acc:NP_001026913]	protein_coding
FAM162B	117073363	117086886			ENSG00000183807	family with sequence similarity 162, member B [Source:HGNC Symbol;Acc:21549]	protein_coding
GPRC6A	117113248	117150200			ENSG00000173612	G protein-coupled receptor, family C, group 6, member A [Source:HGNC Symbol;Acc:18510]	protein_coding
COL19A1	70576463	70919679			ENSG00000082293	collagen, type XIX, alpha 1 [Source:HGNC Symbol;Acc:2196]	protein_coding
