Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Description	MIM Morbid Accession	Ensembl Gene ID
HTATSF1P	33205576	33207467			ENSG00000223457
PPIL1	36822603	36842800			ENSG00000137168
RN7SL415P	92449327	92449614			ENSG00000240961
FUCA2	143815948	143832827			ENSG00000001036
RP11-40G16.1	92525561	92526146			ENSG00000219867
XXbac-BPG157A10.21	33213852	33214633			ENSG00000272217
HCG25	33217311	33222766			ENSG00000232940
MYL8P	33306755	33307272			ENSG00000229596
RPL5P19	92723560	92724452			ENSG00000220553
U3	92829240	92829349			ENSG00000200492
RP1-149C7.1	93097559	93098545			ENSG00000261038
LYPLA2P1	33333325	33334020			ENSG00000228285
AL359987.1	93354459	93354526			ENSG00000265419
DLK2	43418090	43424370			ENSG00000171462
RP11-127B16.1	93432721	93433547			ENSG00000220908
U3	93500171	93500382			ENSG00000221455
AL589947.1	93521759	93521852			ENSG00000238412
RPL35AP4	33357151	33357252			ENSG00000225644
ATF1P1	93596969	93598299			ENSG00000219387
RPL12P1	33367836	33368333			ENSG00000204194
RP1-23E21.2	93780105	93813102			ENSG00000235099
MIR5004	33406108	33406214			ENSG00000264085
RN7SL26P	33508471	33508774			ENSG00000242014
TXNDC5	7881483	8026646			ENSG00000239264
COPS5P1	93801694	93802478			ENSG00000213187
LINC00336	33553883	33561115			ENSG00000197251
MIR3934	33665905	33666011			ENSG00000266509
SNORA18	94588824	94588947			ENSG00000252249
LINC01016	33835283	33864691			ENSG00000249346
RP11-524K14.1	94596618	94599128			ENSG00000229600
RP3-463P15.1	94873638	94904376			ENSG00000231143
RP3-399J4.2	95054455	95054680			ENSG00000220370
RP3-399J4.4	95151748	95153527			ENSG00000270484
RP3-399J4.1	95156458	95156897			ENSG00000216853
CYCSP17	95952058	95952372			ENSG00000219627
MANEA-AS1	96023059	96025326			ENSG00000261366
RP11-374I15.1	96077991	96080805			ENSG00000219549
RP3-468B3.4	33850947	33851188			ENSG00000271362
KRT18P50	96438983	96440225			ENSG00000219941
XXbac-BPG32J3.20	31654739	31681849			ENSG00000204422
RP3-468B3.2	33861100	33895408			ENSG00000233183
SLC17A5	74303102	74363878	 SALLA DISEASE; SD	604369	ENSG00000119899
SLC17A5	74303102	74363878	 INFANTILE SIALIC ACID STORAGE DISEASE; ISSD	269920	ENSG00000119899
AL583828.1	13469513	13486415			ENSG00000187461
RN7SL797P	96730443	96730737			ENSG00000242560
UFL1-AS1	96806250	96969545			ENSG00000233797
MIR1275	33967749	33967828			ENSG00000221697
AL590403.1	34036934	34036995			ENSG00000221779
RPS7P8	97096365	97096945			ENSG00000213183
KRT18P9	34157557	34158856			ENSG00000271231
RNU4-70P	97097329	97097467			ENSG00000207309
CYCSP55	34187216	34187843			ENSG00000214810
RP11-304C16.2	97101150	97102018			ENSG00000219139
RPL35P2	34231088	34231450			ENSG00000220583
LY6G6F	31674640	31685581			ENSG00000204424
RP11-304C16.3	97120005	97120845			ENSG00000217331
RP11-513I15.6	34247456	34254545			ENSG00000225339
EEF1GP6	97198700	97199604			ENSG00000216518
RP3-417O22.3	97233013	97243697			ENSG00000224384
BX255972.1	34438567	34438706			ENSG00000221635
SYNJ2	158402888	158520208			ENSG00000078269
RP3-391O22.3	34544035	34544433			ENSG00000196114
RN7SL509P	97362577	97362871			ENSG00000263479
RP3-418C23.2	97731179	97757924			ENSG00000226684
RPL7P25	34584315	34585035			ENSG00000216636
SIRT5	13574816	13614790			ENSG00000124523
RP1-104O17.1	98150157	98155979			ENSG00000224849
snoU13	34650575	34650679			ENSG00000239059
RP1-104O17.2	98155635	98180588			ENSG00000242486
RN7SL200P	34653134	34653419			ENSG00000265123
RP3-391O22.1	34654379	34654883			ENSG00000220643
RP1-104O17.3	98158829	98165073			ENSG00000226207
RP11-436D23.1	98264585	98847748			ENSG00000271860
snoU13	34660557	34660660			ENSG00000238484
RP11-140K17.3	34664094	34665247			ENSG00000272288
MIR2113	98472407	98472497			ENSG00000238367
RP11-140K17.2	34683390	34683717			ENSG00000186328
EIF4EBP2P3	98627375	98627708			ENSG00000220505
RP11-111D3.2	98657896	98662559			ENSG00000236920
RP3-375P9.2	34711953	34712450			ENSG00000217130
RP3-453D15.1	99006310	99006447			ENSG00000235504
RP1-81D8.4	161087260	161097555			ENSG00000243831
Y_RNA	34789222	34789319			ENSG00000206717
RP11-67P15.1	99228133	99241868			ENSG00000187472
HSPE1P11	34991299	34991608			ENSG00000187762
RP3-364H10.1	99530325	99530637			ENSG00000271042
AL138721.1	35101231	35101315			ENSG00000264241
MIR548AI	99572485	99572572			ENSG00000265226
RP3-329A5.8	35188147	35192407			ENSG00000272374
SPATS1	44310397	44344904			ENSG00000249481
BDH2P1	99622620	99623357			ENSG00000232699
RP1-81D8.3	161119320	161121664			ENSG00000224477
RP3-329A5.1	35246954	35247596			ENSG00000217004
RP11-98I9.4	99872798	99879249			ENSG00000228506
MKRNP2	35410821	35417643			ENSG00000227154
RP11-235G24.1	161293920	161339681			ENSG00000224371
TSTD3	99968569	99979794			ENSG00000228439
RP11-235G24.2	161326802	161334670			ENSG00000220913
RP1-199J3.7	100015973	100016972			ENSG00000272017
RP1-199J3.5	100023588	100024332			ENSG00000219755
Y_RNA	100090113	100090223			ENSG00000199303
RP11-235G24.3	161347401	161348194			ENSG00000233342
MCHR2-AS1	100441820	100524289			ENSG00000229315
RP3-340B19.3	35512409	35513446			ENSG00000228559
RP3-428L16.1	161352112	161390803			ENSG00000231863
RP3-340B19.2	35523650	35524041			ENSG00000219023
RP3-428L16.2	161411350	161413374			ENSG00000272841
NPM1P38	100498248	100499112			ENSG00000219257
AL035697.1	162036098	162036191			ENSG00000221021
RP3-340B19.5	35575405	35575711			ENSG00000218749
KRT8P44	162989411	162990760			ENSG00000227913
PRDX2P4	100583940	100584539			ENSG00000213177
SNORA40	35619595	35619722			ENSG00000212579
RP11-157L10.1	163378290	163378580			ENSG00000217557
MIR5690	35632494	35632566			ENSG00000265527
AL157823.1	35668780	35668915			ENSG00000223063
RP3-510O8.4	35701644	35704724			ENSG00000232909
RP1-257A15.1	163463589	163475193			ENSG00000225437
RP3-510O8.3	35733685	35734704			ENSG00000220734
DPRXP2	35957292	35958213			ENSG00000271304
snoU13	163647942	163648037			ENSG00000239136
RP1-179N16.3	36059768	36060423			ENSG00000237719
RP3-495O10.1	163784242	163784495			ENSG00000217514
Z95152.1	36108275	36108365			ENSG00000221743
RP1-179N16.6	36114475	36164982			ENSG00000246982
CAHM	163834097	163834992			ENSG00000270419
RP3-344J20.1	100625085	100626068			ENSG00000216378
RP5-826L7.1	164007615	164009197			ENSG00000228692
RP1-121G13.2	100874994	100885360			ENSG00000228082
RP1-230L10.1	164124936	164180873			ENSG00000235538
RN7SL366P	164261593	164261882			ENSG00000266128
RP1-121G13.3	100978152	100978928			ENSG00000220695
RP1-155D22.2	164505055	164506693			ENSG00000260422
RP1-155D22.1	164529652	164530726			ENSG00000230627
RP1-50J22.4	36354608	36359771			ENSG00000224666
RN7SL502P	36418692	36418978			ENSG00000240733
Z85986.1	36478294	36478375			ENSG00000264878
RP3-467N11.1	101329347	101330863			ENSG00000260000
RN7SL748P	36489968	36490275			ENSG00000239964
RP11-347L18.1	164767522	164769677			ENSG00000226739
MIR3925	36590213	36590289			ENSG00000263894
RNU1-88P	36607322	36607449			ENSG00000238554
RP11-300M24.1	165241239	165245119			ENSG00000227455
Y_RNA	36640615	36640721			ENSG00000251864
RP3-467N11.2	101337479	101338214			ENSG00000270987
LAP3P2	36641594	36643047			ENSG00000213500
RP11-534P19.1	165530684	165531013			ENSG00000217878
RNA5SP226	165823051	165823165			ENSG00000199523
snoU13	101405036	101405139			ENSG00000238999
RNU6-730P	166131723	166131826			ENSG00000206681
RP11-93K7.1	101878287	101879429			ENSG00000218475
RP11-252P19.1	166167677	166189268			ENSG00000236627
RP11-252P19.2	166186689	166188674			ENSG00000223942
RP3-431A14.4	36704827	36705763			ENSG00000220349
AP002530.2	102526747	102527430			ENSG00000218536
RP1-90K10.4	36907847	36912451			ENSG00000232598
LINC00473	166322290	166401536			ENSG00000223414
RPL12P2	37059088	37059582			ENSG00000216412
RP11-793L10.1	102901242	102901667			ENSG00000219757
SNORD112	37151373	37151444			ENSG00000252687
RP1-76C18.1	103450389	103451772			ENSG00000217120
snoU13	37218980	37219082			ENSG00000238375
AL590482.1	166355759	166355829			ENSG00000252196
SNORA33	104031010	104031143			ENSG00000202283
RN7SL273P	37328961	37329256			ENSG00000239953
R3HDM2P2	104465508	104467623			ENSG00000216817
GAPDHP72	166477779	166478788			ENSG00000216624
RP1-153P14.8	37475124	37503392			ENSG00000204110
NPM1P10	104473415	104474638			ENSG00000214428
RP1-153P14.3	37511329	37515056			ENSG00000229559
RP11-427E4.1	105135116	105135546			ENSG00000218173
RNU6-897P	105214697	105214801			ENSG00000252944
RP11-809N15.2	105279004	105293695			ENSG00000227535
SNORD45	166513153	166526761			ENSG00000231297
RP11-809N15.3	105308324	105309998			ENSG00000271099
RNU6-153P	166622891	166622994			ENSG00000201292
LINC00577	105384169	105388402			ENSG00000203809
RP4-655C5.4	166650457	166657197			ENSG00000233365
GNG5P1	166653778	166653981			ENSG00000213536
RNU6-1106P	105493437	105493543			ENSG00000212147
RP1-153P14.5	37512921	37518636			ENSG00000227920
HNRNPA1P49	166748056	166748959			ENSG00000233231
BVES-AS1	105584183	105617820			ENSG00000203808
MIR4462	37523141	37523198			ENSG00000263926
RP3-441A12.1	37783553	37786994			ENSG00000225945
RP1-168L15.5	166796677	166798312			ENSG00000261420
RN7SL285P	37800698	37800961			ENSG00000243313
RPS6KA2-IT1	166874151	166878871			ENSG00000232082
RNU1-87P	37883349	37883518			ENSG00000200597
AL359709.1	105629024	105629107			ENSG00000221544
RP11-420A21.1	37970608	37971089			ENSG00000218521
AL359709.2	105644728	105644811			ENSG00000252918
MIR1913	166922842	166922921			ENSG00000222958
RP3-355L5.5	105721095	105721635			ENSG00000272102
SNORD45	38175050	38175121			ENSG00000200706
FAM103A2P	166999612	166999965			ENSG00000235272
RP3-355L5.4	105726891	105729630			ENSG00000231628
AL031905.1	38326924	38327005			ENSG00000238716
RP3-497J21.1	167114582	167116327			ENSG00000235008
BTBD9-AS1	38449468	38450307			ENSG00000226533
RP3-355L5.3	105746024	105746770			ENSG00000216639
Y_RNA	38533726	38533831			ENSG00000199938
RP1-319M7.2	38555099	38556305			ENSG00000217227
RPS6KA2-AS1	167317186	167318323			ENSG00000231654
RPL35P3	105750328	105750698			ENSG00000219902
AL133458.1	167357853	167360151			ENSG00000197146
RP1-167A14.2	167383114	167412553			ENSG00000227598
RP3-503A6.2	38681827	38682993			ENSG00000236355
RP3-359N14.2	106060542	106080071			ENSG00000237567
MIR3939	167411295	167411400			ENSG00000265828
RN7SL465P	38711862	38712159			ENSG00000244297
RP1-217P22.2	38730681	38732470			ENSG00000219273
RP3-359N14.1	106114201	106115873			ENSG00000219088
RP11-517H2.6	167412893	167552629			ENSG00000272980
RN7SKP211	106352248	106352562			ENSG00000200198
RP1-134E15.3	106548015	106548468			ENSG00000269919
SNORA8	38790083	38790180			ENSG00000212586
RN7SL47P	106731290	106731586			ENSG00000244710
RNU6-344P	106752051	106752161			ENSG00000252444
RP1-207H1.3	38890805	38920875			ENSG00000231150
RP11-568A7.1	167622119	167622385			ENSG00000216966
RP11-404H14.1	106806441	106807592			ENSG00000233941
Y_RNA	106868581	106868682			ENSG00000207499
RNA5SP211	106897256	106897372			ENSG00000202386
MAP3K5	136878185	137113656			ENSG00000197442
Y_RNA	106902703	106902804			ENSG00000200314
RNU6-527P	107055591	107055694			ENSG00000200295
RP11-568A7.3	167650996	167653968			ENSG00000231720
RPL21P65	107090338	107090803			ENSG00000216977
RP1-207H1.2	38895807	38895929			ENSG00000220076
RP11-568A7.2	167655379	167659404			ENSG00000228648
RP1-60O19.2	107143410	107147869			ENSG00000229654
RP3-366N23.4	167760960	167761541			ENSG00000217447
RP1-202I21.3	39007379	39007761			ENSG00000220556
SUMO4	149721495	149722177	 DIABETES MELLITUS, INSULIN-DEPENDENT, 5; IDDM5	600320	ENSG00000177688
RP11-351J23.2	168067520	168079950			ENSG00000272549
ANKRD18EP	39078097	39080728			ENSG00000217165
RP1-60O19.1	107165327	107235416			ENSG00000235142
RP11-351J23.1	168080306	168084467			ENSG00000203688
RP3-431P23.2	168167763	168169248			ENSG00000213065
RP1-137F1.3	39321523	39321948			ENSG00000218986
E2F4P1	39521587	39522719			ENSG00000231276
MLLT4-AS1	168224556	168227389			ENSG00000198221
RNU1-54P	39588121	39588240			ENSG00000252990
RP11-61I13.3	39849580	39867847			ENSG00000235033
RP3-470B24.5	168376604	168380456			ENSG00000235994
KIF25-AS1	168393502	168397757			ENSG00000229921
RP1-278E11.3	39926153	39926572			ENSG00000180211
TUBBP9	39960554	39967972			ENSG00000220586
RNU6-117P	107186823	107186929			ENSG00000202285
RP11-503C24.1	168595038	168605181			ENSG00000234768
MIR587	107232000	107232095			ENSG00000207577
RP11-552E20.1	40239305	40243976			ENSG00000227131
RNU6-1299P	107454275	107454374			ENSG00000252125
RP11-503C24.2	168625959	168627197			ENSG00000237987
AL591516.5	107547242	107547443			ENSG00000214985
ZC3H12D	149768794	149806197			ENSG00000178199
AL591516.3	107549615	107549859			ENSG00000203384
RP11-503C24.3	168630412	168641395			ENSG00000228361
TDRG1	40302693	40347624			ENSG00000204091
AL591516.2	107550448	107550687			ENSG00000203285
RP11-503C24.4	168643618	168663261			ENSG00000234647
C6orf89	36839646	36896740			ENSG00000198663
RPS24P12	107550963	107551356			ENSG00000220237
CTAGE13P	168687585	168690030			ENSG00000230711
RP11-503C24.6	168698749	168702794			ENSG00000224417
AL591516.1	107555445	107555703			ENSG00000203284
AL591516.4	107558468	107558747			ENSG00000213167
AL590489.1	107584371	107584617			ENSG00000203281
IPCEF1	154475631	154677926			ENSG00000074706
RP1-67A8.3	107831007	107832925			ENSG00000234206
RP1-39J2.1	168775377	168776035			ENSG00000260771
RNU6-437P	108251292	108251386			ENSG00000238420
AL391319.1	169067733	169068243			ENSG00000255905
RPL23AP50	108253004	108253458			ENSG00000232778
RP1-191J18.66	108278617	108281190			ENSG00000272476
LINC00951	40312083	40313890			ENSG00000204092
RP1-191J18.65	108306293	108306894			ENSG00000224987
RP11-552E20.4	40326483	40337213			ENSG00000226070
RP1-125N5.2	169116745	169123604			ENSG00000235815
RNU6-250P	40375592	40375694			ENSG00000252767
SNORA73	108306863	108306983			ENSG00000253090
RP11-121P10.1	40469370	40470132			ENSG00000236075
RP3-495K2.3	169362705	169364436			ENSG00000225879
MTHFD2P3	108307015	108307235			ENSG00000231112
RPL3P7	108325561	108326772			ENSG00000225093
RP3-462C17.1	40484075	40491672			ENSG00000226454
RP1-111B22.3	108351453	108351922			ENSG00000271734
RP3-495K2.2	169434292	169435737			ENSG00000229720
Y_RNA	108382022	108382134			ENSG00000238490
RP3-495K2.1	169467913	169469519			ENSG00000234519
OSTM1-AS1	108444719	108480596			ENSG00000225174
RP11-417E7.1	169558187	169563019			ENSG00000223485
BLOC1S5-TXNDC5	7881755	8064597			ENSG00000259040
snoU13	108564659	108564762			ENSG00000238974
RP1-128O3.5	108573418	108573604			ENSG00000233511
RP11-417E7.2	169575401	169582835			ENSG00000261039
RNA5SP212	108573605	108573711			ENSG00000212525
XXyac-YX65C7_A.2	169613349	169639660			ENSG00000226445
RP1-128O3.4	108596846	108597750			ENSG00000230248
RNU6-1144P	108613970	108614073			ENSG00000206974
CDC5L	44355262	44418163			ENSG00000096401
RP1-128O3.6	108639283	108639608			ENSG00000238055
XXyac-YX65C7_A.3	169686629	169689311			ENSG00000233085
XXyac-YX65C7_A.4	169696566	169698054			ENSG00000224999
RP11-72I2.1	108693976	108694131			ENSG00000238079
RP3-466I7.1	108708716	108709284			ENSG00000227072
RNU6-770P	108713277	108713381			ENSG00000200799
RP1-137D17.1	169770093	169788480			ENSG00000226194
RP11-697G4.4	108872221	108872410			ENSG00000271608
SUMO2P8	108939203	108939488			ENSG00000228976
RP1-137D17.2	169826515	169827164			ENSG00000272848
AL513547.1	170097344	170097429			ENSG00000265654
RP1-266L20.2	170125187	170125950			ENSG00000232640
RPS18	33239787	33244287			ENSG00000231500
LINC00222	109072857	109091145			ENSG00000203801
RP1-266L20.4	170125600	170139088			ENSG00000227704
RP1-266L20.9	170170509	170172138			ENSG00000266896
LINC00242	170188886	170198921			ENSG00000229214
LINC00574	170190417	170202969			ENSG00000231690
RP1-182D15.2	170209414	170210198			ENSG00000236173
PHACTR2	143857982	144152322			ENSG00000112419
RP11-302L19.1	170477741	170478251			ENSG00000232197
RP11-302L19.3	170493905	170494884			ENSG00000273100
RPL12P23	170514993	170515482			ENSG00000218716
ZNF259P1	109103329	109108256			ENSG00000219565
BLOC1S5	8013800	8064647			ENSG00000188428
RP5-1086L22.1	170563422	170571657			ENSG00000230960
RP5-894D12.5	170575757	170585850			ENSG00000271820
RP3-354J5.3	109138883	109139129			ENSG00000231559
RP11-249L21.2	109177603	109177940			ENSG00000218872
RP5-894D12.3	170581562	170588975			ENSG00000227508
RP5-894D12.4	170606964	170607463			ENSG00000271234
RP11-249L21.4	109228818	109229076			ENSG00000228834
MIR4644	170639849	170639932			ENSG00000266245
ARMC2-AS1	109244179	109245306			ENSG00000230290
RP1-140C12.2	170723227	170728413			ENSG00000261003
RP11-787I22.3	109319685	109320328			ENSG00000271730
RNU6-653P	109380712	109380817			ENSG00000199944
RP11-425D10.1	109609643	109609765			ENSG00000233908
PTCHD3P3	109609774	109611706			ENSG00000219700
CCDC162P	109612231	109676266			ENSG00000203799
PPIL4	149825869	149867174			ENSG00000131013
E2F3	20402398	20493941			ENSG00000112242
B3GALT4	33244917	33252609			ENSG00000235863
snoU13	109612458	109612561			ENSG00000238474
Y_RNA	109626697	109626798			ENSG00000201023
RPL7P28	109648378	109649117			ENSG00000218632
RP11-425D10.10	109703998	109704869			ENSG00000260273
AL109947.1	109755377	109755443			ENSG00000239160
RP5-919F19.5	109809109	109828003			ENSG00000223537
AL109947.2	109825590	109825729			ENSG00000253037
WDR46	33246885	33257304			ENSG00000227057
LRFN2	40359325	40555204			ENSG00000156564
MEGT1	31674681	31685695			ENSG00000250641
UNC5CL	40994772	41006928			ENSG00000124602
TJAP1	43445261	43474294			ENSG00000137221
LY6G6E	31679548	31681842			ENSG00000255552
LY6G6D	31683133	31685581			ENSG00000244355
CNKSR3	154708638	154831793			ENSG00000153721
AKAP12	151561134	151679692			ENSG00000131016
SERAC1	158530536	158589312	 3-@METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKE	614739	ENSG00000122335
CD109	74405508	74538040			ENSG00000156535
EEF1E1-BLOC1S5	8015959	8102763			ENSG00000265818
EEF1E1	8073593	8102811			ENSG00000124802
ZBTB2	151685252	151712683			ENSG00000181472
CDKAL1	20534688	21232635	 DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM	125853	ENSG00000145996
C6orf25	31686371	31694491			ENSG00000204420
RMND1	151725989	151773259	 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 11; COXPD11	614922	ENSG00000155906
PEX7	137143717	137235075	 PEROXISOME BIOGENESIS DISORDER 9B; PBD9B	614879	ENSG00000112357
PEX7	137143717	137235075	 RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1; RCDP1	215100	ENSG00000112357
IL17A	52051185	52055436			ENSG00000112115
ABRACL	139349819	139364439			ENSG00000146386
GINM1	149887430	149912884			ENSG00000055211
HECA	139456249	139501939			ENSG00000112406
SCAF8	155054459	155155192			ENSG00000213079
TXLNB	139561198	139613276			ENSG00000164440
PRDM13	100054606	100063454			ENSG00000112238
OARD1	41001366	41065526			ENSG00000124596
PI16	36922209	36932613			ENSG00000164530
MCHR2	100367786	100442123			ENSG00000152034
SLC35B3	8413301	8435794			ENSG00000124786
GTF2H5	158589384	158620376	 TRICHOTHIODYSTROPHY, PHOTOSENSITIVE; TTDP	601675	ENSG00000272047
SIM1	100832891	100912805			ENSG00000112246
LRRC73	43474707	43478424			ENSG00000204052
IL17F	52101479	52109335	 CANDIDIASIS, FAMILIAL, 6; CANDF6	613956	ENSG00000112116
NOL7	13615559	13632971			ENSG00000225921
TULP4	158733692	158932860			ENSG00000130338
SLC35D3	137243402	137246777			ENSG00000182747
C6orf211	151773422	151791236			ENSG00000146476
KATNA1	149916009	149970108			ENSG00000186625
IL20RA	137321108	137366298			ENSG00000016402
LRRC16A	25279306	25620758			ENSG00000079691
CITED2	139693393	139695757	 ATRIAL SEPTAL DEFECT 8; ASD8	614433	ENSG00000164442
CITED2	139693393	139695757	 VENTRICULAR SEPTAL DEFECT 2; VSD2	614431	ENSG00000164442
ASCC3	100956070	101329248			ENSG00000112249
MCM3	52128807	52149679			ENSG00000112118
BTN2A1	26458150	26476849			ENSG00000112763
POLR1C	43477440	43497323	 TREACHER COLLINS SYNDROME 3; TCS3	248390	ENSG00000171453
NMBR	142379467	142409936			ENSG00000135577
MTCH1	36935917	36954074			ENSG00000137409
RP3-468K18.5	144128229	144165754			ENSG00000257065
TMEM181	158957468	159056460			ENSG00000146433
CCDC170	151815165	151942328			ENSG00000120262
AL133262.1	44400472	44400720			ENSG00000267849
GJE1	142454227	142456288			ENSG00000203733
SUPT3H	44777054	45345690			ENSG00000196284
LTV1	144164481	144184949			ENSG00000135521
VTA1	142468367	142545826			ENSG00000009844
AL591025.1	159047471	159049322			ENSG00000214239
DYNLT1	159057506	159065771			ENSG00000146425
LATS1	149979289	150039392			ENSG00000131023
SYTL3	159071046	159185908			ENSG00000164674
RUNX2	45295894	45632086	 METAPHYSEAL DYSPLASIA WITH MAXILLARY HYPOPLASIA WITH OR WITHOUT BRACHYDACTYLY;	156510	ENSG00000124813
RUNX2	45295894	45632086	 CLEIDOCRANIAL DYSPLASIA; CCD	119600	ENSG00000124813
BTN1A1	26501449	26510650			ENSG00000124557
AL441883.1	13615728	13621126			ENSG00000268059
ESR1	151977826	152450754	 ESTROGEN RESISTANCE; ESTRR	615363	ENSG00000091831
ZC2HC1B	144185573	144259483			ENSG00000118491
RANBP9	13621730	13711796			ENSG00000010017
HMGN4	26538633	26546482			ENSG00000182952
TSPO2	41010293	41012076			ENSG00000112212
ABT1	26597180	26600278			ENSG00000146109
PFDN6	33257079	33266178			ENSG00000204220
EZR	159186773	159240444			ENSG00000092820
RGL2	33259431	33267101			ENSG00000237441
APOBEC2	41021043	41032250			ENSG00000124701
GPR126	142622991	142767403	 STATURE AS A QUANTITATIVE TRAIT	606255	ENSG00000112414
NFYA	41040684	41067715			ENSG00000001167
SOX4	21593972	21598847			ENSG00000124766
NUP43	150045451	150070801			ENSG00000120253
C6orf99	159290971	159331385			ENSG00000203711
PLAGL1	144261437	144385735			ENSG00000118495
RSPH3	159393903	159421219			ENSG00000130363
TAGAP	159455500	159466184			ENSG00000164691
YIPF3	43479565	43484728			ENSG00000137207
OFCC1	9596343	10211841			ENSG00000181355
ZNF322	26636518	26659980			ENSG00000181315
SF3B5	144416018	144416754			ENSG00000169976
STX11	144471663	144509507	 HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 4; FHL4	603552	ENSG00000135604
LY6G6C	31686425	31689622			ENSG00000204421
FNDC1	159590429	159693141			ENSG00000164694
CLIC5	45868045	46048132			ENSG00000112782
TREML1	41117080	41122075			ENSG00000161911
MCUR1	13786789	13814800			ENSG00000050393
COL12A1	75794042	75915767			ENSG00000111799
UTRN	144606837	145174170			ENSG00000152818
PAQR8	52226219	52272575			ENSG00000170915
EFHC1	52285106	52387892	 EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1	607631	ENSG00000096093
EFHC1	52285106	52387892	 EPILEPSY, MYOCLONIC JUVENILE; EJM	254770	ENSG00000096093
SOD2	160090089	160183561	 MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6; MVCD6	612634	ENSG00000112096
SCUBE3	35182190	35220856			ENSG00000146197
TREM2	41126244	41130924	 POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY;	221770	ENSG00000095970
TREML2	41158015	41168932			ENSG00000112195
WTAP	160146617	160177351			ENSG00000146457
SCGN	25652464	25702011			ENSG00000079689
GRIK2	101846664	102517958	 MENTAL RETARDATION, AUTOSOMAL RECESSIVE 6; MRT6	611092	ENSG00000164418
PRL	22287480	22297730			ENSG00000172179
TREML4	41196062	41206620			ENSG00000188056
ACAT2	160181360	160200144			ENSG00000120437
ZNF76	35226686	35263762			ENSG00000065029
HDGFL1	22569678	22571892			ENSG00000112273
NRSN1	24126350	24155128			ENSG00000152954
HIST1H2AA	25726291	25726790			ENSG00000164508
HIST1H2BA	25727137	25727573			ENSG00000146047
SLC17A4	25754927	25781419			ENSG00000146039
TCP1	160199530	160210781			ENSG00000120438
XPO5	43490072	43543812			ENSG00000124571
MYB	135502453	135540311			ENSG00000118513
HIST1H2BJ	27093676	27100541			ENSG00000124635
RNF182	13924677	13980533			ENSG00000180537
MRPL18	160210844	160219468			ENSG00000112110
DDAH2	31694815	31698394			ENSG00000213722
HIST1H2AG	27100832	27103070			ENSG00000196787
ENPP4	46097730	46114436			ENSG00000001561
TFAP2A	10393419	10419892	 BRANCHIOOCULOFACIAL SYNDROME; BOFS	113620	ENSG00000137203
HIST1H2BK	27106073	27114619			ENSG00000197903
ENPP5	46126924	46138708			ENSG00000112796
HIST1H4I	27107076	27108418			ENSG00000198339
TREM1	41235664	41254457			ENSG00000124731
HACE1	105175968	105307794			ENSG00000085382
PNLDC1	160221298	160241736			ENSG00000146453
HIST1H2AH	27114861	27115317			ENSG00000184825
NCR2	41303393	41318625			ENSG00000096264
PRSS16	27215480	27224403			ENSG00000112812
MAS1	160327974	160329108			ENSG00000130368
SLC17A1	25783125	25832287			ENSG00000124568
TRAM2	52362200	52441713			ENSG00000065308
DCDC2	24171984	24358280	 DYSLEXIA, SUSCEPTIBILITY TO, 2; DYX2	600202	ENSG00000146038
IGF2R	160390131	160534539			ENSG00000197081
CLIC1	31698358	31707540			ENSG00000213719
RCAN2	46188475	46459709			ENSG00000172348
CD83	14117872	14137149			ENSG00000112149
SYNE1	152442819	152958936	 EMERY-DREIFUSS MUSCULAR DYSTROPHY 4, AUTOSOMAL DOMINANT; EDMD4	612998	ENSG00000131018
SYNE1	152442819	152958936	 SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8; SCAR8	610743	ENSG00000131018
CYP39A1	46517541	46620523			ENSG00000146233
JARID2	15246527	15522252			ENSG00000008083
FOXP4	41514164	41570122			ENSG00000137166
KAAG1	24357131	24358512			ENSG00000146049
MRS2	24403153	24425810			ENSG00000124532
TAPBP	33267471	33282164			ENSG00000231925
SLC25A27	46620678	46645930			ENSG00000153291
MDFI	41604620	41621984			ENSG00000112559
MSH5	31707725	31732622			ENSG00000204410
TMEM14A	52535907	52551386			ENSG00000096092
LIN28B	105404923	105531207			ENSG00000187772
BVES	105544697	105585049			ENSG00000112276
GSTA2	52614897	52628367			ENSG00000244067
SLC22A1	160542821	160579750			ENSG00000175003
FGD2	36973422	36996846			ENSG00000146192
POPDC3	105606155	105627870			ENSG00000132429
SLC22A2	160592093	160698670			ENSG00000112499
PREP	105725440	105850959			ENSG00000085377
GCNT2	10492456	10629601	 BLOOD GROUP, I SYSTEM; Ii	110800	ENSG00000111846
SLC22A3	160769300	160876014			ENSG00000146477
SLC17A3	25833294	25882514	 URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4; UAQTL4	612671	ENSG00000124564
