Associated Gene Name	Gene Start (bp)	Gene End (bp)	MIM Morbid Description	MIM Morbid Accession	Ensembl Gene ID
FOXC1	1609972	1613897	AXENFELD-RIEGER SYNDROME, TYPE 3; RIEG3;;AXENFELD-RIEGER ANOMALY WITH OR WITHOUT CARDIAC DEFECTS AND/OR SENSORINEURALHEARING LOSS;;ANTERIOR SEGMENT MESENCHYMAL DYSGENESIS;;ANTERIOR CHAMBER CLEAVAGE SYNDROME;;RIEGER SYNDROME, TYPE 3AXENFELD ANOMALY,  /.../ED;;RIEGER ANOMALY, INCLUDED;;AXENFELD-RIEGER ANOMALY, INCLUDED	602482	ENSG00000054598
FOXC1	1609972	1613897	IRIDOGONIODYSGENESIS, TYPE 1; IRID1;;IRIDOGONIODYSGENESIS ANOMALY, AUTOSOMAL DOMINANT; IGDAIRIS HYPOPLASIA WITH GLAUCOMA, INCLUDED;;GLAUCOMA IRIDOGONIODYSPLASIA, FAMILIAL, INCLUDED	601631	ENSG00000054598
MRPL18	159789812	159798436			ENSG00000112110
RAP1BP3	117431591	117432442			ENSG00000219703
TMEM30A	75252924	75284968			ENSG00000112697
STX7	132445867	132513198			ENSG00000079950
MICB	31494881	31511124			ENSG00000204516
RP3-471C18.2	19689825	19753113			ENSG00000237404
XXbac-BPG13B8.10	29497509	29510556			ENSG00000229274
UQCRFS1P3	19638040	19638808			ENSG00000217314
RP1-167F1.2	19534944	19839080			ENSG00000226786
METTL24	110245928	110358272			ENSG00000053328
ID4	19837386	19840684			ENSG00000172201
LINC01015	29529420	29533665			ENSG00000224582
CCNC	99542380	99568973			ENSG00000112237
RP4-625H18.2	19802164	19804752			ENSG00000228412
TDRD6	46687875	46704319			ENSG00000180113
RP3-471C18.1	19730427	19734567			ENSG00000227116
KRT18P38	19612755	19614036			ENSG00000214012
GPR53P	29537704	29538787			ENSG00000229281
PLA2G7	46704201	46735693	PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE DEFICIENCY; PAFAD	614278	ENSG00000146070
PLA2G7	46704201	46735693	ASTHMA, SUSCEPTIBILITY TO;;ASTHMA, BRONCHIAL;;ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TOASTHMA, PROTECTION AGAINST, INCLUDED;;ASTHMA, DIMINISHED RESPONSE TO ANTILEUKOTRIENE TREATMENT IN, INCLUDED	600807	ENSG00000146070
PLA2G7	46704201	46735693	IgE RESPONSIVENESS, ATOPIC; IGER;;IMMUNOGLOBULIN E, BASIC LEVEL OF, IN SERUM;;IgE, LEVEL OF; IGEL;;IgE RESPONSE UNDERLYING ALLERGIC ASTHMA AND RHINITISIgE, ELEVATED LEVEL OF, INCLUDED;;ATOPY, SUSCEPTIBILITY TO, INCLUDED;;ATOPIC HYPERSENSITIVITY, INCLUDED	147050	ENSG00000146070
TUBBP9	39992815	40000233			ENSG00000220586
RP11-552E20.1	40271566	40276237			ENSG00000227131
PIP5K1P1	7986537	7988192			ENSG00000219294
RP1-303A1.1	7938430	7939322			ENSG00000217746
VNN3	132722787	132734765			ENSG00000093134
NCR3	31588895	31592985	MALARIA, MILD, SUSCEPTIBILITY TO;;MALS	609148	ENSG00000204475
HIST1H3A	26020490	26020900			ENSG00000275714
BLOC1S5-TXNDC5	7881250	8064364			ENSG00000259040
NCOA7-AS1	125797856	125818858			ENSG00000232131
HIST1H4A	26021679	26021990			ENSG00000278637
NCOA7	125781161	125932030			ENSG00000111912
KCNQ5-AS1	73134803	73143514			ENSG00000229154
PGAM1P10	73055097	73055857			ENSG00000220515
TDRG1	40334954	40379887			ENSG00000204091
RP3-352A20.1	134897874	134898759			ENSG00000213117
FABP12P1	149304107	149304428			ENSG00000216265
RP1-111D6.3	149217926	149244072			ENSG00000228408
LINC00951	40344344	40346151			ENSG00000204092
RP1-111D6.2	149243299	149244001			ENSG00000225924
RP1-191J18.66	107957413	107959986			ENSG00000272476
RPL23AP50	107931800	107932254			ENSG00000232778
SUMO4	149400227	149401292			ENSG00000177688
SEC63	107867756	107958189	POLYCYSTIC LIVER DISEASE; PCLD	174050	ENSG00000025796
TAB2	149218641	149411613	CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2; CHTD2	614980	ENSG00000055208
C6orf48	31834608	31839766			ENSG00000204387
EEF1E1-BLOC1S5	8015726	8102530			ENSG00000265818
RP11-249L21.4	108907615	108907873			ENSG00000228834
BMP6	7726797	7881422			ENSG00000153162
RP11-249L21.2	108856400	108856737			ENSG00000218872
ARMC2-AS1	108922976	108924103			ENSG00000230290
RP11-552E20.4	40358744	40369474			ENSG00000226070
GNMT	42960758	42963880	GLYCINE N-METHYLTRANSFERASE DEFICIENCY;;GNMT DEFICIENCY	606664	ENSG00000124713
ECHDC1	127288710	127343609			ENSG00000093144
SLC25A27	46652915	46678193			ENSG00000153291
BLOC1S5	8013567	8064414			ENSG00000188428
SMOC2	168441151	168673445	DENTIN DYSPLASIA, TYPE I; DTDP1;;DENTIN DYSPLASIA, SHIELDS TYPE I;;ROOTLESS TEETH;;RADICULAR DENTIN DYSPLASIADENTIN DYSPLASIA, TYPE I, WITH EXTREME MICRODONTIA AND MISSHAPEN TEETH,INCLUDED	125400	ENSG00000112562
RP11-256G5.1	42499710	42500022			ENSG00000237107
RP1-191J18.65	107985089	107985690			ENSG00000224987
HSPA1A	31815464	31817946			ENSG00000204389
RP11-637O19.2	10881780	10884349			ENSG00000235051
KRT8P43	24598012	24599790			ENSG00000218186
RP11-637O19.3	10747794	10930423			ENSG00000272162
GPANK1	31661229	31666283			ENSG00000204438
PEX6	42963870	42979220	PEROXISOME BIOGENESIS DISORDER 4B; PBD4B	614863	ENSG00000124587
PEX6	42963870	42979220	PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER); PBD4APEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 4, INCLUDED;CG4, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 6, INCLUDED;CG6, INCLUDED;;PEROXISOME BIOGENESIS DISORDER, COM /.../TATION GROUP C, INCLUDED;CGC, INCLUDED	614862	ENSG00000124587
MTHFD2P3	107985811	107986031			ENSG00000231112
RPL3P7	108004357	108005568			ENSG00000225093
RP1-111B22.3	108030249	108030718			ENSG00000271734
HIST1H3H	27810064	27811300			ENSG00000278828
SYCP2L	10886831	10979320			ENSG00000153157
OSTM1	108041409	108165854	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5; OPTB5;;OSTEOPETROSIS, INFANTILE MALIGNANT 3	259720	ENSG00000081087
MSH5	31739948	31762834			ENSG00000204410
SOGA3	127472794	127519191			ENSG00000214338
TTK	80003887	80042527			ENSG00000112742
TXNDC5	7881517	7910814			ENSG00000239264
BTBD9	38168451	38640148	RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 6; RLS6;;PERIODIC LIMB MOVEMENTS IN SLEEP	611185	ENSG00000183826
SOGA3	127438406	127519355			ENSG00000255330
PSMB8	32840717	32844703	AUTOINFLAMMATION, LIPODYSTROPHY, AND DERMATOSIS SYNDROME; ALDD;;NAKAJO-NISHIMURA SYNDROME; NKJO;;JOINT CONTRACTURES, MUSCULAR ATROPHY, MICROCYTIC ANEMIA, AND PANNICULITIS-INDUCEDLIPODYSTROPHY; JMP SYNDROME;;CHRONIC ATYPICAL NEUTROPHILIC DERMATOSIS W /.../PODYSTROPHY AND ELEVATEDTEMPERATURE SYNDROME; CANDLE	256040	ENSG00000204264
NOTCH4	32194843	32224067			ENSG00000204301
CCDC28A	138773509	138793319			ENSG00000024862
BMPR1APS1	129157523	129159120			ENSG00000219642
TMEM14A	52671109	52686588			ENSG00000096092
RP11-72I2.2	108359084	108359863			ENSG00000279498
RP11-72I2.1	108372772	108372927			ENSG00000238079
LACE1	108294894	108526796			ENSG00000135537
PRPF4B	4021267	4064983			ENSG00000112739
HMGA1P7	134115235	134115736			ENSG00000216753
RP1-261G23.7	43770429	43770616			ENSG00000272114
OSTM1-AS1	108123515	108159392			ENSG00000225174
ROS1	117288300	117425855			ENSG00000047936
LAMA2	128883141	129516569	MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENT, 1A; MDC1A;;MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENTMUSCULAR DYSTROPHY, CONGENITAL, DUE TO PARTIAL LAMA2 DEFICIENCY, INCLUDED	607855	ENSG00000196569
GSTA12P	52765280	52778347			ENSG00000217228
TTLL2	167325086	167359503			ENSG00000120440
TCP10	167357031	167384510			ENSG00000203690
SGK1	134169246	134318112			ENSG00000118515
RP3-403L10.3	157885114	157892786			ENSG00000236324
RP1-319M7.2	38587323	38588529			ENSG00000217227
BTBD9-AS1	38481692	38482531			ENSG00000226533
KNOP1P4	72986313	72987750			ENSG00000232422
TMEM14B	10747759	10852753			ENSG00000137210
SNX9	157700387	157945077			ENSG00000130340
RP11-506B6.7	112236806	112350094			ENSG00000281613
RSPO3	127118604	127197765			ENSG00000146374
KCNQ5	72621792	73198851			ENSG00000185760
KCNK5	39188973	39229450			ENSG00000164626
RP11-446F17.3	46670444	46688165			ENSG00000242973
XXbac-BPG299F13.15	31222913	31223093			ENSG00000255726
KCNK16	39314698	39322968			ENSG00000095981
KIAA0408	127440343	127459391			ENSG00000189367
TAP1	32845209	32853978	BARE LYMPHOCYTE SYNDROME, TYPE I;;BLS, TYPE I;;HLA CLASS I DEFICIENCY	604571	ENSG00000168394
CCDC170	151494030	151621193			ENSG00000120262
CSNK2B	31665236	31670343			ENSG00000204435
HIST1H4B	26026815	26027252			ENSG00000278705
GPSM3	32190766	32195523			ENSG00000213654
RFPL4B	112347330	112351296			ENSG00000251258
C4A-AS1	31999976	32003521			ENSG00000233627
RP11-374I15.1	95630115	95632929			ENSG00000219549
KRT18P50	95991107	95992349			ENSG00000219941
TRIM10	30151945	30160934			ENSG00000204613
FUT9	96015984	96215612			ENSG00000172461
RP3-366N23.4	167347472	167348053			ENSG00000217447
XXbac-BPG299F13.16	31224342	31225058			ENSG00000255899
HLA-DPA2	33091753	33097295			ENSG00000231461
OR2I1P	29553219	29554166			ENSG00000237988
RP3-391O22.1	34686602	34687106			ENSG00000220643
C6orf106	34587288	34696859			ENSG00000196821
KATNBL1P6	146802359	146803824			ENSG00000228283
ADGB	146598965	146815462			ENSG00000118492
SLC25A5P7	121653795	121654690			ENSG00000218180
STK19	31971091	31982821			ENSG00000204344
RP11-532F6.2	669081	670307			ENSG00000219712
HUS1B	655939	656963			ENSG00000188996
HIST1H1E	26156391	26157050			ENSG00000168298
EXOC2	485133	693111			ENSG00000112685
RP11-457M11.6	26611903	26613109			ENSG00000271071
RP11-506B6.5	112325753	112326749			ENSG00000216663
RP1-142L7.5	112154765	112166476			ENSG00000237234
RP1-152L7.8	52688661	52688998			ENSG00000271227
RP3-418C23.2	97283303	97310048			ENSG00000226684
GSTA8P	52687930	52703825			ENSG00000220377
MEA1	43012094	43013968			ENSG00000124733
RP1-104O17.2	97707759	97732712			ENSG00000242486
RP1-104O17.1	97702281	97708103			ENSG00000224849
RP1-104O17.3	97710953	97717197			ENSG00000226207
XXbac-BPG116M5.17	31927698	31952048			ENSG00000244255
RPL7P25	34616538	34617258			ENSG00000216636
RP11-140K17.3	34696317	34697470			ENSG00000272288
RP1-142L7.9	112217640	112219570			ENSG00000270661
RP11-506B6.6	112236093	112307009			ENSG00000226440
RP3-509I19.11	138725211	138773652			ENSG00000279968
EEF1E1	8073360	8102578			ENSG00000124802
HDDC2	125219962	125302078			ENSG00000111906
RPL23AP48	121679972	121680459			ENSG00000219135
RP11-191A15.2	25181359	25181745			ENSG00000217805
RP11-129H15.4	121682925	121684272			ENSG00000217139
RPS17P5	50857255	50857662			ENSG00000060303
CNPY3	42929192	42939287			ENSG00000137161
HMGB3P18	121858179	121858768			ENSG00000220184
CFB	31945650	31952084	COMPLEMENT FACTOR B DEFICIENCY; CFBD	615561	ENSG00000243649
CFB	31945650	31952084	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4; AHUS4;;AHUS, SUSCEPTIBILITY TO, 4	612924	ENSG00000243649
CFB	31945650	31952084	MACULAR DEGENERATION, AGE-RELATED, 1; ARMD1;;MACULOPATHY, AGE-RELATED, 1	603075	ENSG00000243649
GSTA9P	52939726	52957521			ENSG00000243236
RP11-52J3.2	157872571	157875210			ENSG00000229502
RP1-45N11.1	90345219	90362632			ENSG00000260271
LY6G5B	31670167	31673776			ENSG00000240053
HSPE1P26	157924402	157924676			ENSG00000220867
RP11-52J3.3	157829143	157830573			ENSG00000234361
RPS29P13	117048670	117048838			ENSG00000217089
RTN4IP1	106571971	106629487			ENSG00000130347
HIST1H1C	26055787	26056428			ENSG00000187837
MRPL2	43054029	43059806			ENSG00000112651
NIP7P3	116137058	116137572			ENSG00000218428
COL10A1	116118923	116158747	METAPHYSEAL CHONDRODYSPLASIA, SCHMID TYPE; MCDS;;SPONDYLOMETAPHYSEAL DYSPLASIA, JAPANESE TYPE	156500	ENSG00000123500
ZNF76	35258909	35295985			ENSG00000065029
NT5DC1	116100849	116249497			ENSG00000178425
RP1-20B11.2	524171	525581			ENSG00000230433
XXbac-BPG55C20.7	57965630	57972218			ENSG00000225096
GAPDHP15	57967687	57968661			ENSG00000214563
RP3-486I3.5	116244187	116244728			ENSG00000236326
MAD2L1BP	43629540	43640952			ENSG00000124688
RPL7AP7	29803195	29803991			ENSG00000213880
MICG	29812565	29812696			ENSG00000237042
RP11-63K6.4	89876544	89876878			ENSG00000218300
RP3-500L14.2	13825432	13826574			ENSG00000272209
PSMB8-AS1	32844086	32846495			ENSG00000204261
PSMB9	32844136	32859585			ENSG00000240065
SERAC1	158109515	158168270	3-@METHYLGLUTACONIC ACIDURIA WITH DEAFNESS, ENCEPHALOPATHY, AND LEIGH-LIKESYNDROME; MEGDEL;;3-@METHYLGLUTACONIC ACIDURIA, TYPE VI; MGCA6	614739	ENSG00000122335
HIST1H2AK	27837947	27838339			ENSG00000275221
HIST1H4L	27873199	27873510			ENSG00000275126
RP11-63K6.5	89886156	89887848			ENSG00000219240
ABCF1	30571376	30597179			ENSG00000204574
BTN2A1	26457904	26476621			ENSG00000112763
GJA10	89894469	89896120			ENSG00000135355
HIST1H1B	27866849	27867529			ENSG00000184357
RP3-400B16.4	4135423	4146053			ENSG00000254821
C6orf201	4079209	4130951			ENSG00000185689
SNRPC	34757406	34773794			ENSG00000124562
SLC2A12	133988697	134052636			ENSG00000146411
VEGFA	43770184	43786487	MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 1; MVCD1;;PROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO;;NONPROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TOMICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, INCLUD /.../CROVASCULAR COMPLICATIONS OF DIABETES, PROTECTION AGAINST, INCLUDED;;NEPHROPATHY, DIABETIC, SUSCEPTIBILITY TO, INCLUDED;;END-STAGE RENAL DISEASE, DIABETIC, SUSCEPTIBILITY TO, INCLUDED;;PROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO, INCLUDED;;NONPROLIFERATIVE RETINOPATHY, DIABETIC, SUSCEPTIBILITY TO, INCLUDED;;NEUROPATHY, DIABETIC, SUSCEPTIBILITY TO, INCLUDED	603933	ENSG00000112715
CTA-444M12.3	134009033	134009218			ENSG00000278744
TREML2	41190277	41201194			ENSG00000112195
HIST1H3B	26031650	26032060			ENSG00000274267
RP4-753D5.3	50897615	50898225			ENSG00000216913
FAM217A	4049434	4087344			ENSG00000145975
LINC01556	28943877	28944537			ENSG00000204709
FTH1P5	50912712	50913256			ENSG00000230204
RP4-744I24.4	37295584	37295742			ENSG00000275550
TMEM217	37212180	37258155			ENSG00000172738
SMARCE1P2	84429584	84430802			ENSG00000226309
LINC01611	84421028	84556152			ENSG00000231776
AP002530.2	102078872	102079555			ENSG00000218536
RP5-988G15.1	131780721	131781312			ENSG00000216917
VGLL2	117265558	117273565			ENSG00000170162
AMZ2P2	158725747	158726803			ENSG00000219249
RP11-63K6.7	89920196	89921760			ENSG00000232532
RP11-793L10.1	102453367	102453792			ENSG00000219757
PGK2	49785934	49787187			ENSG00000170950
SYTL3	158650014	158764876			ENSG00000164674
HIST1H3J	27890382	27893106			ENSG00000197153
HIST1H4J	27824108	27824480			ENSG00000197238
HIST1H2AM	27892757	27893149			ENSG00000278677
RP3-400B16.1	4136072	4157385			ENSG00000234817
RPL21P67	131469059	131469536			ENSG00000219776
RP1-76C18.1	103002514	103003897			ENSG00000217120
RP1-34L19.1	53206598	53208697			ENSG00000218713
OLIG3	137492202	137494250			ENSG00000177468
RPL12P23	170199769	170200258			ENSG00000218716
CTA-212D2.2	135055033	135060550			ENSG00000232876
RP3-417L20.4	49817430	49820442			ENSG00000235122
RP11-387M24.5	43074331	43074739			ENSG00000272170
HIST1H4K	27831216	27831527			ENSG00000273542
CUL7	43037617	43053945	THREE M SYNDROME 1; 3M1;;3@M SYNDROME;;LE MERRER SYNDROME;;DOLICHOSPONDYLIC DYSPLASIA;;GLOOMY FACE SYNDROMEYAKUT SHORT STATURE SYNDROME, INCLUDED	273750	ENSG00000044090
BTF3L4P3	137543897	137544372			ENSG00000213108
RP11-95M15.1	137673460	137674554			ENSG00000230533
RP3-335E1.1	106451496	106457248			ENSG00000282408
SLC17A1	25782897	25832059			ENSG00000124568
AIM1	106360808	106571978			ENSG00000112297
HIST1H3I	27871905	27872315			ENSG00000275379
HIST1H2AL	27865355	27865747			ENSG00000276903
RP5-1120P11.4	44089242	44089696			ENSG00000183239
HIST1H2BPS2	27864062	27864401			ENSG00000217646
HIST1H2BN	27837760	27865798			ENSG00000233822
MRPS10	42206801	42217865			ENSG00000048544
RP5-1086L22.1	170254334	170262569			ENSG00000230960
RP5-894D12.5	170266669	170276762			ENSG00000271820
PHACTR1	12716805	13290484			ENSG00000112137
LINCMD1	52146814	52151119			ENSG00000225613
RP11-719J20.1	49823712	49824782			ENSG00000226707
HIST1H2AJ	27814354	27814740			ENSG00000276368
RP11-156F23.2	87070156	87070461			ENSG00000217776
HIST1H2BM	27815044	27815424			ENSG00000273703
GSTA6P	52805613	52813460			ENSG00000223622
KRT18P1	28969130	28970460			ENSG00000228666
FLJ38122	170272474	170279887			ENSG00000227508
ADGRB3	68635367	69389511			ENSG00000135298
WRNIP1	2765414	2786952			ENSG00000124535
RP3-466I7.1	108387512	108388080			ENSG00000227072
RP1-128O3.6	108318079	108318404			ENSG00000238055
TAF11	34877778	34888089			ENSG00000064995
MAPK14	36027677	36111236			ENSG00000112062
R3HDM2P2	104017633	104019748			ENSG00000216817
MRPL35P1	13949095	13949666			ENSG00000220868
RNF182	13924446	13980302			ENSG00000180537
RP1-288M22.2	71450834	71458874			ENSG00000223765
RP1-288M22.1	71550958	71551643			ENSG00000219575
TRMT11	125986430	126039276			ENSG00000066651
MTRF1L	152987362	153002685			ENSG00000112031
RP3-380E11.2	14004920	14006901			ENSG00000233981
RP11-715G15.2	146638844	146639261			ENSG00000273719
AKAP12	151239999	151358557			ENSG00000131016
DUSP22	291630	351355			ENSG00000112679
RP1-101K10.4	152959359	152959605			ENSG00000220745
PLG	160702238	160753315	PLASMINOGEN DEFICIENCY, TYPE ILIGNEOUS CONJUNCTIVITIS, INCLUDED;;DYSPLASMINOGENEMIA, INCLUDED	217090	ENSG00000122194
RP11-240M16.1	137945366	137972522			ENSG00000229922
RP11-10J5.1	137943079	137945802			ENSG00000226004
RPSAP42	137995270	137996147			ENSG00000219463
TBC1D22B	37257772	37332970			ENSG00000065491
RREB1	7107597	7251980			ENSG00000124782
TINAG	54307859	54390152			ENSG00000137251
UHRF1BP1	34792015	34883138			ENSG00000065060
RP11-124I4.2	54365335	54369971			ENSG00000228231
NPM1P10	104025540	104026763			ENSG00000214428
PERP	138088505	138107511			ENSG00000112378
RHAG	49605158	49636839	RH-NULL, REGULATOR TYPE; RHNRH DEFICIENCY SYNDROME, INCLUDED;;RH-NULL DISEASE, INCLUDED	268150	ENSG00000112077
RP11-427E4.1	104687241	104687671			ENSG00000218173
HIST1H4H	26285113	26285509			ENSG00000158406
RP11-397G17.1	50093711	50099282			ENSG00000226733
GSTA10P	52873014	52879940			ENSG00000230845
RP11-33E24.3	85731371	85732011			ENSG00000217334
SMIM11P1	85735744	85735921			ENSG00000198738
LRRC1	53794497	53924121			ENSG00000137269
LTA	31572054	31574324	LEPROSY, SUSCEPTIBILITY TO, 4; LPRS4LEPROSY, EARLY-ONSET, SUSCEPTIBILITY TO, INCLUDED	610988	ENSG00000226979
LTA	31572054	31574324	PSORIATIC ARTHRITIS, SUSCEPTIBILITY TOPSORIATIC ARTHRITIS, SUSCEPTIBILITY TO, 1; PSORAS1	607507	ENSG00000226979
RP3-523E19.2	53918974	53920788			ENSG00000271218
IL17A	52186387	52190638			ENSG00000112115
RP3-329A5.1	35279177	35279819			ENSG00000217004
RP3-437C15.2	51385282	51385849			ENSG00000270306
TBC1D7	13266542	13328583	MACROCEPHALY/MEGALENCEPHALY SYNDROME, AUTOSOMAL RECESSIVE; MGCPH	248000	ENSG00000145979
KAAG1	24356903	24358284			ENSG00000146049
HSPA1B	31827735	31830255			ENSG00000204388
DCDC2	24171756	24358052	NEPHRONOPHTHISIS 19; NPHP19	616217	ENSG00000146038
DCDC2	24171756	24358052	DYSLEXIA, SUSCEPTIBILITY TO, 2; DYX2;;READING DISABILITY, SPECIFIC, 2	600202	ENSG00000146038
TIAM2	154832697	155257723			ENSG00000146426
HIST1H2AB	26033176	26033568			ENSG00000278463
SOBP	107489958	107660167	MENTAL RETARDATION, ANTERIOR MAXILLARY PROTRUSION, AND STRABISMUS;MRAMS	613671	ENSG00000112320
RP1-302G2.5	44216939	44218236			ENSG00000262179
RP3-437C15.1	51410081	51410537			ENSG00000232702
RP11-793K1.1	51537155	51537543			ENSG00000214641
RP3-428L16.1	160931080	160969771			ENSG00000231863
SLC18B1	132769370	132798553			ENSG00000146409
UFL1	96521595	96555276			ENSG00000014123
RP11-69L16.3	7331286	7331676			ENSG00000219375
RP11-69L16.6	7340854	7342056			ENSG00000230570
CCDC162P	109285485	109355063			ENSG00000203799
CNR1	88139864	88166359			ENSG00000118432
TSTD3	99520693	99531918			ENSG00000228439
TCF19	31158542	31167159			ENSG00000137310
HCG15	28986203	28987484			ENSG00000227214
HCG16	28986800	28988536			ENSG00000244349
SSR1	7268306	7347446			ENSG00000124783
RP1-67A8.3	107509803	107511721			ENSG00000234206
KDM1B	18155329	18223853			ENSG00000165097
RP11-524K22.1	50514035	50521104			ENSG00000233470
MRPL14	44113454	44127457			ENSG00000180992
UFL1-AS1	96358374	96521669			ENSG00000233797
GSTA11P	52847910	52870329			ENSG00000230375
RP1-28O17.1	50587607	50637205			ENSG00000230472
USP45	99432379	99521728			ENSG00000123552
TMEM63B	44126914	44155519			ENSG00000137216
RP3-510O8.3	35765908	35766927			ENSG00000220734
CLPSL2	35776594	35779552			ENSG00000196748
GOPC	117560269	117602542			ENSG00000047932
RP11-425D10.1	109288440	109288562			ENSG00000233908
RPL7P28	109327175	109327914			ENSG00000218632
PTCHD3P3	109288571	109290503			ENSG00000219700
DXO	31969810	31972292			ENSG00000204348
RP3-441A12.1	37815777	37819218			ENSG00000225945
C2-AS1	31934474	31941724			ENSG00000281756
FABP7	122779475	122784074			ENSG00000164434
TAPBP	33299694	33314387			ENSG00000231925
PNLDC1	159800249	159820704			ENSG00000146453
XXbac-BPG16N22.5	31515979	31516211			ENSG00000256851
PPIAP9	31519480	31520291			ENSG00000219797
RP11-46B11.2	79278105	79278427			ENSG00000220154
POU5F1	31164337	31180731			ENSG00000204531
CCND3	41934933	42050357			ENSG00000112576
RP3-344J20.3	100093311	100093768			ENSG00000275716
RPL15P4	31528114	31528693			ENSG00000225499
SCUBE3	35214419	35253079			ENSG00000146197
RP11-291C6.1	150504811	150510300			ENSG00000219622
PRDX2P4	100136064	100136663			ENSG00000213177
RP3-508D13.1	79326568	79327207			ENSG00000217786
KRT19P1	71584721	71585906			ENSG00000218014
RP1-232L24.2	79354443	79354713			ENSG00000218029
RP1-232L24.4	79406240	79406774			ENSG00000262048
RP1-232L24.3	79420297	79421305			ENSG00000231533
TMEM200A	130365734	130443063			ENSG00000164484
C2	31897785	31945672	MACULAR DEGENERATION, AGE-RELATED, 1; ARMD1;;MACULOPATHY, AGE-RELATED, 1	603075	ENSG00000166278
C2	31897785	31945672	COMPLEMENT COMPONENT 2 DEFICIENCY; C2D;;C2 DEFICIENCY	217000	ENSG00000166278
RP11-102N11.1	130697312	130697778			ENSG00000229923
SMLR1	130827406	130837135			ENSG00000256162
FAM162B	116752197	116765723			ENSG00000183807
RP1-92C8.3	117451130	117453525			ENSG00000226181
RP1-179P9.3	117318211	117573571			ENSG00000282218
SLC25A51P1	65788417	65789287			ENSG00000220483
ADH5P4	65836930	65838039			ENSG00000233859
NUFIP1P	66093431	66094909			ENSG00000218890
RP11-24C14.1	66710242	66710827			ENSG00000270521
TREML3P	41208713	41217947			ENSG00000184106
SPATS1	44342660	44377167			ENSG00000249481
RP11-409K15.1	67456346	67457250			ENSG00000271111
TREML4	41228324	41238882			ENSG00000188056
T	166157656	166168700	SACRAL AGENESIS WITH VERTEBRAL ANOMALIES; SAVA	615709	ENSG00000164458
T	166157656	166168700	CHORDOMA, SUSCEPTIBILITY TO; CHDM	215400	ENSG00000164458
T	166157656	166168700	NEURAL TUBE DEFECTS, SUSCEPTIBILITY TO; NTDSPINA BIFIDA, INCLUDED	182940	ENSG00000164458
ARPC3P5	15934782	15935315			ENSG00000214027
RP11-401E14.2	15994944	15999797			ENSG00000232947
RP11-401E14.3	16041381	16041614			ENSG00000274212
ANKRD6	89433170	89633834			ENSG00000135299
TCTE1	44278743	44297688			ENSG00000146221
GSTA3	52847910	52909685			ENSG00000174156
RP11-444E17.6	44273194	44378957			ENSG00000272442
RP11-301G19.1	67887646	67889339			ENSG00000227706
RP11-301G19.2	67933485	67934682			ENSG00000270509
WDR27	169457212	169702048			ENSG00000184465
AARS2	44299654	44313326	LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE; LKENP	615889	ENSG00000124608
AARS2	44299654	44313326	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8; COXPD8;;CARDIOMYOPATHY, HYPERTROPHIC MITOCHONDRIAL, FATAL INFANTILE	614096	ENSG00000124608
RP1-72A23.4	88964527	88966587			ENSG00000280277
RP1-72A23.3	89001548	89001814			ENSG00000220130
ZFAND3	37819499	38154624			ENSG00000156639
RP1-72A23.1	89059628	89060109			ENSG00000220960
BCLAF1	136256863	136289851			ENSG00000029363
RP11-542F9.1	68055351	68060502			ENSG00000223504
RP11-406O16.1	68226972	68329899			ENSG00000226497
SCGN	25652201	25701783			ENSG00000079689
TMEM151B	44270466	44307506			ENSG00000178233
ZNF322	26634383	26659752			ENSG00000181315
PRELID1P2	25678769	25679164			ENSG00000217408
HIST1H2AA	25726132	25726527			ENSG00000164508
HIST1H2BA	25726909	25727292			ENSG00000146047
HIST1H2BPS1	25731782	25732091			ENSG00000178762
HIST1H2APS1	25732497	25732827			ENSG00000216436
OR2A4	131700469	131701401			ENSG00000180658
RP3-413H6.2	11810602	11811248			ENSG00000234427
RP11-111D3.2	98210020	98214683			ENSG00000236920
RP11-436D23.1	97816709	98399872			ENSG00000271860
AMD1P4	11861626	11862970			ENSG00000215124
ENPP3	131628442	131747418			ENSG00000154269
RP11-278J20.2	58071720	58073134			ENSG00000216687
RP1-202I21.3	39039603	39039985			ENSG00000220556
RP11-420A21.1	38002832	38003313			ENSG00000218521
